category,subcategory,name,value
susceptibility,susceptibility,0-9,0.4
susceptibility,susceptibility,10-19,0.38
susceptibility,susceptibility,20-29,0.79
susceptibility,susceptibility,30-39,0.86
susceptibility,susceptibility,40-49,0.8
susceptibility,susceptibility,50-59,0.82
susceptibility,susceptibility,60-69,0.88
susceptibility,susceptibility,70-79,0.74
susceptibility,susceptibility,80-100,0.74
